"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL127082";"";"0";"265.32";"0";"3.12";"4b";"CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1";"IC50";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"33.37";"0.60";"5.73";"14.11";"True";"CHEMBL677387";"Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130246";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None"
"CHEMBL25425";"";"0";"444.94";"1";"5.29";"26";"COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCC1CCN(C)CC1";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"14.66";"0.29";"1.23";"10.96";"False";"CHEMBL677388";"Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135889";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None"
"CHEMBL380454";"";"0";"429.88";"0";"3.48";"11";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC[C@H](C(N)=O)C1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"16.51";"0.32";"3.62";"7.60";"False";"CHEMBL853149";"Inhibition of EGFR in presence of 2 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL187007";"";"0";"477.95";"1";"5.36";"3k";"COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC";"IC50";"'='";"29000.0";"nM";"4.54";"";"";"UO_0000065";"9.49";"0.18";"-0.82";"5.12";"False";"CHEMBL832673";"Inhibitory concentration against Epidermal growth factor receptor tyrosine kinase activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138000";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None"
"CHEMBL470010";"";"0";"567.07";"1";"4.65";"6k";"COCCN(CCOC)S(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"13.41";"0.28";"2.95";"6.41";"False";"CHEMBL987693";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153982";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL1242110";"";"0";"287.30";"0";"2.50";"PP77";"CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21";"IC50";"'='";"3720.0";"nM";"5.43";"";"";"UO_0000065";"18.90";"0.35";"2.93";"6.04";"False";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None"
"CHEMBL1241684";"";"0";"337.41";"0";"3.68";"PP42";"CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"11.86";"0.23";"0.32";"4.61";"False";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None"
"CHEMBL181742";"";"0";"401.86";"1";"5.25";"5c";"Clc1cc(Nc2ncnc3nn4ccccc4c23)ccc1OCc1ccccc1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"18.17";"0.34";"2.05";"11.35";"True";"CHEMBL832627";"Inhibitory concentration against EGFR by using [gamma-33P]-ATP as radioligand in pH 7.5";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142784";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None"
"CHEMBL156555";"";"0";"646.88";"2";"8.73";"10u";"O=C(CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"6.18";"0.12";"-4.73";"4.46";"False";"CHEMBL673450";"Inhibition of the tyrosine kinase activity of the human epidermal growth factor receptor (EGFR)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127622";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL1230790";"";"0";"269.31";"0";"2.36";"75, S1";"CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21";"IC50";"'='";"954.0";"nM";"6.02";"";"";"UO_0000065";"22.36";"0.41";"3.66";"6.70";"False";"CHEMBL3223623";"Inhibition of EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217752";"1";"Scientific Literature";"MedChemComm";"2012";"None"
"CHEMBL56543";"";"0";"294.31";"0";"2.32";"9";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"23.78";"0.43";"4.68";"7.50";"True";"CHEMBL674104";"Inhibition of Epidermal growth factor receptor autophosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132364";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None"
"CHEMBL56731";"";"0";"280.28";"0";"2.64";"10";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1";"IC50";"'='";"1250.0";"nM";"5.90";"";"";"UO_0000065";"21.06";"0.38";"3.26";"6.32";"True";"CHEMBL674104";"Inhibition of Epidermal growth factor receptor autophosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132364";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None"
"CHEMBL1233881";"";"0";"325.37";"0";"2.82";"79, PP494";"COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"17.33";"0.32";"2.82";"6.40";"False";"CHEMBL3223623";"Inhibition of EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217752";"1";"Scientific Literature";"MedChemComm";"2012";"None"
"CHEMBL350882";"";"0";"840.87";"3";"7.26";"10q";"O=C(NCc1ccccc1)C(Cc1c(SSc2[nH]c3ccccc3c2CC(NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL673450";"Inhibition of the tyrosine kinase activity of the human epidermal growth factor receptor (EGFR)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127622";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL116547";"";"0";"447.51";"1";"5.04";"1";"COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(CSCc2ccccc2)c1O";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"13.69";"0.26";"1.08";"5.53";"False";"CHEMBL677392";"Inhibitory concentration against EGF receptor by polyGAT phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126897";"1";"Scientific Literature";"J. Med. Chem.";"1993";"None"
"CHEMBL118205";"";"0";"381.41";"0";"3.23";"12";"COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"12.86";"0.25";"1.67";"4.01";"False";"CHEMBL677392";"Inhibitory concentration against EGF receptor by polyGAT phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126897";"1";"Scientific Literature";"J. Med. Chem.";"1993";"None"
"CHEMBL1914664";"";"0";"415.27";"0";"4.08";"58";"Br.Oc1ccc(-c2cc3c(NCc4cccc(F)c4)ncnc3[nH]2)cc1";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"21.79";"0.40";"3.20";"9.87";"False";"CHEMBL1920033";"Inhibition of EGFR by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914342";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"None"
"CHEMBL1081312";"";"0";"319.37";"0";"3.07";"PP121";"Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1";"IC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"20.62";"0.37";"3.52";"6.70";"True";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None"
"CHEMBL102301";"";"0";"467.55";"0";"2.98";"KN734";"COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccc5c(c4)OCO5)CC3)c2cc1OC";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679945";"Inhibition of Epidermal growth factor receptor autophosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136005";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None"
"CHEMBL466174";"";"0";"566.06";"2";"5.63";"20";"CCNC(=O)O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"13.24";"0.26";"1.86";"7.69";"False";"CHEMBL1009318";"Inhibition of EGFR by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139297";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL180022";"NERATINIB";"4";"557.05";"2";"5.93";"HKI-272";"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"16.16";"0.31";"3.07";"8.01";"False";"CHEMBL1009318";"Inhibition of EGFR by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139297";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL408565";"";"0";"343.22";"0";"3.76";"K00006";"O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCC(Br)C2";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL940057";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145498";"1";"Scientific Literature";"Proc. Natl. Acad. Sci. U.S.A.";"2007";"None"
"CHEMBL258726";"";"0";"312.41";"0";"4.08";"K00012, TX-1123";"CC(C)(C)c1cc(C=C2C(=O)C=CC2=O)cc(C(C)(C)C)c1O";"IC50";"'='";"320000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL940057";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145498";"1";"Scientific Literature";"Proc. Natl. Acad. Sci. U.S.A.";"2007";"None"
"CHEMBL303704";"";"0";"281.31";"0";"3.62";"24";"COc1cc2cc(-c3ccc(O)cc3)cnc2cc1OC";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679946";"Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127568";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL26641";"";"0";"475.36";"1";"5.05";"28";"COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCNCC1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"14.09";"0.30";"1.65";"9.81";"False";"CHEMBL677388";"Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135889";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None"
"CHEMBL8271";"";"0";"363.46";"0";"4.87";"21";"O=C1NC(=O)c2cc(Sc3ccccc3)c(Sc3ccccc3)cc21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679549";"Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127678";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL263788";"";"0";"480.37";"0";"4.68";"31";"COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C";"IC50";"'='";"790.0";"nM";"6.10";"";"";"UO_0000065";"12.70";"0.27";"1.42";"6.76";"True";"CHEMBL680028";"Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145020";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None"
"CHEMBL496174";"";"0";"478.98";"1";"5.91";"8";"Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5CCCN5)sc34)cc2Cl)c1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"17.03";"0.34";"2.24";"13.81";"False";"CHEMBL995846";"Inhibition of EGFR kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143444";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL66643";"";"0";"271.34";"0";"3.98";"2e";"COc1cc2cc(-c3ccsc3)cnc2cc1OC";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679946";"Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127568";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL507827";"";"0";"436.23";"1";"5.37";"110, SI,Table 1";"O=C(/C=C/C(F)(F)F)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"1.738";"nM";"8.76";"";"";"UO_0000065";"20.08";"0.44";"3.39";"15.96";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL509914";"";"0";"445.32";"1";"5.36";"113, SI,Table 1";"O=C(/C=C/c1ccccc1)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1";"IC50";"'='";"9.12";"nM";"8.04";"";"";"UO_0000065";"18.05";"0.38";"2.68";"11.86";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL517127";"";"0";"495.42";"1";"5.09";"120, SI,Table 1";"C=CC(=O)C(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"3.311";"nM";"8.48";"";"";"UO_0000065";"17.12";"0.36";"3.39";"12.59";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL460743";"";"0";"497.40";"0";"3.27";"123, SI,Table 1";"CN(C)CCCNC(=O)/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1";"IC50";"'='";"1.096";"nM";"8.96";"";"";"UO_0000065";"18.01";"0.38";"5.69";"8.95";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL341319";"";"0";"374.24";"0";"2.96";"174, SI,Table 1";"CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1";"IC50";"'='";"2.57";"nM";"8.59";"";"";"UO_0000065";"22.95";"0.51";"5.63";"11.58";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL516979";"";"0";"493.30";"0";"3.78";"24, SI,Table 2";"COC[C@H]1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2O[C@@H]1COC";"IC50";"'='";"1.66";"nM";"8.78";"";"";"UO_0000065";"17.80";"0.43";"5.00";"11.75";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL517130";"";"0";"417.87";"0";"3.48";"40, SI,Table 2";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@H](C)C(N)=O";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"19.25";"0.38";"4.57";"8.62";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL472943";"";"0";"442.92";"1";"5.22";"28, SI,Table 3";"COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C";"IC50";"'='";"5220.0";"nM";"5.28";"";"";"UO_0000065";"11.93";"0.23";"0.06";"7.94";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL56543";"";"0";"294.31";"0";"2.32";"13";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1";"IC50";"'='";"501.19";"nM";"6.30";"";"";"UO_0000065";"21.41";"0.39";"3.98";"6.75";"False";"CHEMBL676067";"Inhibitory activity against epidermal growth factor receptor (EGFR)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136802";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None"
"CHEMBL515082";"";"0";"580.14";"2";"5.86";"5, SI,Table 1";"CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1";"IC50";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"13.96";"0.28";"2.24";"7.63";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL489111";"";"0";"446.55";"0";"3.75";"89, SI,Table 1";"C=CC(=O)Nc1cc2c(Cc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1";"IC50";"'='";"1.514";"nM";"8.82";"";"";"UO_0000065";"19.75";"0.37";"5.07";"11.52";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL447223";"";"0";"341.77";"0";"4.14";"92, SI,Table 1";"C=CC(=O)Nc1ccc2ncnc(Cc3ccc(F)c(Cl)c3)c2c1";"IC50";"'='";"0.7586";"nM";"9.12";"";"";"UO_0000065";"26.68";"0.52";"4.98";"16.62";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL460735";"";"0";"312.76";"0";"2.89";"139, SI,Table 1";"C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(Cl)c3)C21";"IC50";"'='";"1.585";"nM";"8.80";"";"";"UO_0000065";"28.14";"0.55";"5.91";"13.36";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL460736";"";"0";"427.31";"0";"3.44";"25, SI,Table 2";"CN(N)C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ccnc2cn1";"IC50";"'='";"8.6";"nM";"8.07";"";"";"UO_0000065";"18.88";"0.41";"4.63";"8.39";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL461781";"";"0";"502.31";"2";"5.85";"HTS-00213";"FC(F)(F)c1ccc(-n2cnnc2SCc2nc(COc3c(Cl)cccc3Cl)no2)cc1";"IC50";"'='";"6300.0";"nM";"5.20";"";"";"UO_0000065";"10.35";"0.22";"-0.65";"6.59";"False";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
